Name,Status,Description,Priviledge
CVE-2000-0361,Entry,"The PPP wvdial.lxdialog script in wvdial 1.4 and earlier creates a .config file with world readable permissions, which allows a local attacker in the dialout group to access login and password information.",user
CVE-2000-0362,Entry,Buffer overflows in Linux cdwtools 093 and earlier allows local users to gain root privileges.,root
CVE-2000-0363,Entry,Linux cdwtools 093 and earlier allows local users to gain root privileges via the /tmp directory.,root
CVE-2000-0366,Entry,"dump in Debian GNU/Linux 2.1 does not properly restore symlinks, which allows a local user to modify the ownership of arbitrary files.",user
CVE-2000-0367,Entry,Vulnerability in eterm 0.8.8 in Debian GNU/Linux allows an attacker to gain root privileges.,root
CVE-2000-0368,Entry,"Classic Cisco IOS 9.1 and later allows attackers with access to the login prompt to obtain portions of the command history of previous users, which may allow the attacker to access sensitive data.",user
CVE-2000-0369,Entry,"The IDENT server in Caldera Linux 2.3 creates multiple threads for each IDENT request, which allows remote attackers to cause a denial of service.",user
CVE-2000-0370,Entry,The debug option in Caldera Linux smail allows remote attackers to execute commands via shell metacharacters in the -D option for the rmail command.,user
CVE-2000-0371,Entry,The libmediatool library used for the KDE mediatool allows local users to create arbitrary files via a symlink attack.,user
CVE-2000-0372,Entry,Vulnerability in Caldera rmt command in the dump package 0.4b4 allows a local user to gain root privileges.,root
CVE-2000-0373,Entry,Vulnerabilities in the KDE kvt terminal program allow local users to gain root privileges.,root
CVE-2000-0374,Entry,"The default configuration of kdm in Caldera and Mandrake Linux, and possibly other distributions, allows XDMCP connections from any host, which allows remote attackers to obtain sensitive information or bypass additional access restrictions.",user
CVE-2000-0375,Entry,"The kernel in FreeBSD 3.2 follows symbolic links when it creates core dump files, which allows local attackers to modify arbitrary files.",user
CVE-2000-0376,Entry,Buffer overflow in the HTTP proxy server for the i-drive Filo software allows remote attackers to execute arbitrary commands via a long HTTP GET request.,user
CVE-2000-0377,Entry,"The Remote Registry server in Windows NT 4.0 allows local authenticated users to cause a denial of service via a malformed request, which causes the winlogon process to fail, aka the ""Remote Registry Access Authentication"" vulnerability.",user
CVE-2000-0378,Entry,"The pam_console PAM module in Linux systems performs a chown on various devices upon a user login, but an open file descriptor for those devices can be maintained after the user logs out, which allows that user to sniff activity on these devices when subsequent users log in.",user
CVE-2000-0379,Entry,"The Netopia R9100 router does not prevent authenticated users from modifying SNMP tables, even if the administrator has configured it to do so.",user
CVE-2000-0380,Entry,The IOS HTTP service in Cisco routers and switches running IOS 11.1 through 12.1 allows remote attackers to cause a denial of service by requesting a URL that contains a %% string.,user
CVE-2000-0381,Entry,The Gossamer Threads DBMan db.cgi CGI script allows remote attackers to view environmental variables and setup information by referencing a non-existing database in the db parameter.,user
CVE-2000-0382,Entry,"ColdFusion ClusterCATS appends stale query string arguments to a URL during HTML redirection, which may provide sensitive information to the redirected site.",user
CVE-2000-0387,Entry,The makelev program in the golddig game from the FreeBSD ports collection allows local users to overwrite arbitrary files.,user
CVE-2000-0388,Entry,Buffer overflow in FreeBSD libmytinfo library allows local users to execute commands via a long TERMCAP environmental variable.,user
CVE-2000-0389,Entry,Buffer overflow in krb_rd_req function in Kerberos 4 and 5 allows remote attackers to gain root privileges.,root
CVE-2000-0390,Entry,Buffer overflow in krb425_conv_principal function in Kerberos 5 allows remote attackers to gain root privileges.,root
CVE-2000-0391,Entry,Buffer overflow in krshd in Kerberos 5 allows remote attackers to gain root privileges.,root
CVE-2000-0392,Entry,Buffer overflow in ksu in Kerberos 5 allows local users to gain root privileges.,root
CVE-2000-0393,Entry,"The KDE kscd program does not drop privileges when executing a program specified in a user's SHELL environmental variable, which allows the user to gain privileges by specifying an alternate program to execute.",user
CVE-2000-0394,Entry,NetProwler 3.0 allows remote attackers to cause a denial of service by sending malformed IP packets that trigger NetProwler's Man-in-the-Middle signature.,user
CVE-2000-0395,Entry,Buffer overflow in CProxy 3.3 allows remote users to cause a denial of service via a long HTTP request.,user
CVE-2000-0396,Entry,"The add.exe program in the Carello shopping cart software allows remote attackers to duplicate files on the server, which could allow the attacker to read source code for web scripts such as .ASP files.",user
CVE-2000-0397,Entry,"The EMURL web-based email account software encodes predictable identifiers in user session URLs, which allows a remote attacker to access a user's email account.",user
CVE-2000-0398,Entry,Buffer overflow in wconsole.dll in Rockliffe MailSite Management Agent allows remote attackers to execute arbitrary commands via a long query_string parameter in the HTTP GET request.,user
CVE-2000-0399,Entry,Buffer overflow in MDaemon POP server allows remote attackers to cause a denial of service via a long user name.,user
CVE-2000-0402,Entry,"The Mixed Mode authentication capability in Microsoft SQL Server 7.0 stores the System Administrator (sa) account in plaintext in a log file which is readable by any user, aka the ""SQL Server 7.0 Service Pack Password"" vulnerability.",user
CVE-2000-0403,Entry,"The CIFS Computer Browser service on Windows NT 4.0 allows a remote attacker to cause a denial of service by sending a large number of host announcement requests to the master browse tables, aka the ""HostAnnouncement Flooding"" or ""HostAnnouncement Frame"" vulnerability.",user
CVE-2000-0404,Entry,"The CIFS Computer Browser service allows remote attackers to cause a denial of service by sending a ResetBrowser frame to the Master Browser, aka the ""ResetBrowser Frame"" vulnerability.",user
CVE-2000-0405,Entry,Buffer overflow in L0pht AntiSniff allows remote attackers to execute arbitrary commands via a malformed DNS response packet.,user
CVE-2000-0406,Entry,"Netscape Communicator before version 4.73 and Navigator 4.07 do not properly validate SSL certificates, which allows remote attackers to steal information by redirecting traffic from a legitimate web server to their own malicious server, aka the ""Acros-Suencksen SSL"" vulnerability.",user
CVE-2000-0407,Entry,Buffer overflow in Solaris netpr program allows local users to execute arbitrary commands via a long -p option.,user
CVE-2000-0408,Entry,"IIS 4.05 and 5.0 allow remote attackers to cause a denial of service via a long, complex URL that appears to contain a large number of file extensions, aka the ""Malformed Extension Data in URL"" vulnerability.",user
CVE-2000-0409,Entry,"Netscape 4.73 and earlier follows symlinks when it imports a new certificate, which allows local users to overwrite files of the user importing the certificate.",user
CVE-2000-0410,Entry,ColdFusion Server 4.5.1 allows remote attackers to cause a denial of service by making repeated requests to a CFCACHE tagged cache file that is not stored in memory.,user
CVE-2000-0411,Entry,Matt Wright's FormMail CGI script allows remote attackers to obtain environmental variables via the env_report parameter.,user
CVE-2000-0414,Entry,Vulnerability in shutdown command for HP-UX 11.X and 10.X allows allows local users to gain privileges via malformed input variables.,user
CVE-2000-0416,Entry,NTMail 5.x allows network users to bypass the NTMail proxy restrictions by redirecting their requests to NTMail's web configuration server.,user
CVE-2000-0417,Entry,The HTTP administration interface to the Cayman 3220-H DSL router allows remote attackers to cause a denial of service via a long username or password.,user
CVE-2000-0418,Entry,The Cayman 3220-H DSL router allows remote attackers to cause a denial of service via oversized ICMP echo (ping) requests.,user
CVE-2000-0419,Entry,"The Office 2000 UA ActiveX Control is marked as ""safe for scripting,"" which allows remote attackers to conduct unauthorized activities via the ""Show Me"" function in Office Help, aka the ""Office 2000 UA Control"" vulnerability.",user
CVE-2000-0421,Entry,The process_bug.cgi script in Bugzilla allows remote attackers to execute arbitrary commands via shell metacharacters.,user
CVE-2000-0424,Entry,The CGI counter 4.0.7 by George Burgyan allows remote attackers to execute arbitrary commands via shell metacharacters.,user
CVE-2000-0425,Entry,Buffer overflow in the Web Archives component of L-Soft LISTSERV 1.8 allows remote attackers to execute arbitrary commands.,user
CVE-2000-0426,Entry,"UltraBoard 1.6 and other versions allow remote attackers to cause a denial of service by referencing UltraBoard in the Session parameter, which causes UltraBoard to fork copies of itself.",user
CVE-2000-0427,Entry,The Aladdin Knowledge Systems eToken device allows attackers with physical access to the device to obtain sensitive information without knowing the PIN of the owner by resetting the PIN in the EEPROM.,user
